feature,frequency,rank,docfreq,group
bicycling,9.16345613163918,19676,3,all
cocoa,9.16345613163918,19676,3,all
ranches,9.16345613163918,19676,3,all
canning,9.16345613163918,19676,3,all
grinding,9.16345613163918,19676,3,all
laid,9.16345613163918,19676,3,all
temperatures,9.16345613163918,19676,3,all
jar,9.16345613163918,19676,3,all
unadjusted,9.16345613163918,19676,3,all
resolves,9.16345613163918,19676,3,all
altogether,9.16345613163918,19676,3,all
community-mutual,9.16345613163918,19676,3,all
department-established,9.16345613163918,19676,3,all
obedient,9.16345613163918,19676,3,all
feuds,9.16345613163918,19676,3,all
community-oriented,9.16345613163918,19676,3,all
three-star,9.16345613163918,19676,3,all
adjunctive,9.16345613163918,19676,3,all
1-120,9.16345613163918,19676,3,all
travels,9.16345613163918,19676,3,all
11-22-21,9.16345613163918,19676,3,all
counsellor,9.16345613163918,19676,3,all
domestics,9.16345613163918,19676,3,all
discretional,9.16345613163918,19676,3,all
on-the-ground,9.16345613163918,19676,3,all
state-sponsored,9.16345613163918,19676,3,all
katie,9.16345613163918,19676,3,all
stuart,9.16345613163918,19676,3,all
funders,9.16345613163918,19676,3,all
preschools,9.16345613163918,19676,3,all
3-6-2,9.16345613163918,19676,3,all
8-13-18,9.16345613163918,19676,3,all
3-8-21,9.16345613163918,19676,3,all
far-reaching,9.16345613163918,19676,3,all
self-report,9.16345613163918,19676,3,all
correlations,9.16345613163918,19676,3,all
fluctuate,9.16345613163918,19676,3,all
101-621,9.16345613163918,19676,3,all
situational,9.16345613163918,19676,3,all
post-licensure,9.16345613163918,19676,3,all
6-101,9.16345613163918,19676,3,all
stepchildren,9.16345613163918,19676,3,all
94-398,9.16345613163918,19676,3,all
97-990,9.16345613163918,19676,3,all
29b-1,9.16345613163918,19676,3,all
91-121,9.16345613163918,19676,3,all
5-8-4,9.16345613163918,19676,3,all
forfeiting,9.16345613163918,19676,3,all
nonfrivolous,9.16345613163918,19676,3,all
116-3,9.16345613163918,19676,3,all
90-592,9.16345613163918,19676,3,all
90-593,9.16345613163918,19676,3,all
89-404,9.16345613163918,19676,3,all
high-speed,9.16345613163918,19676,3,all
loyalty,9.16345613163918,19676,3,all
7-15-16,9.16345613163918,19676,3,all
100-453,9.16345613163918,19676,3,all
reexamine,9.16345613163918,19676,3,all
epigenetics,9.16345613163918,19676,3,all
terrible,9.16345613163918,19676,3,all
harshly,9.16345613163918,19676,3,all
iteration,9.16345613163918,19676,3,all
babytalk,9.16345613163918,19676,3,all
later-in-life,9.16345613163918,19676,3,all
substance-use,9.16345613163918,19676,3,all
hardworking,9.16345613163918,19676,3,all
often-overextended,9.16345613163918,19676,3,all
community-level,9.16345613163918,19676,3,all
hardest,9.16345613163918,19676,3,all
boosting,9.16345613163918,19676,3,all
conventions,9.16345613163918,19676,3,all
finest,9.16345613163918,19676,3,all
productions,9.16345613163918,19676,3,all
banquet,9.16345613163918,19676,3,all
data-based,9.16345613163918,19676,3,all
research-driven,9.16345613163918,19676,3,all
staggering,9.16345613163918,19676,3,all
perpetuity,9.16345613163918,19676,3,all
undermining,9.16345613163918,19676,3,all
outer,9.16345613163918,19676,3,all
o-1,9.16345613163918,19676,3,all
erased,9.16345613163918,19676,3,all
marines,9.16345613163918,19676,3,all
jil,9.16345613163918,19676,3,all
invalidates,9.16345613163918,19676,3,all
ncsp,9.16345613163918,19676,3,all
100-750,9.16345613163918,19676,3,all
supplementing,9.16345613163918,19676,3,all
periodicity,9.16345613163918,19676,3,all
ravaged,9.16345613163918,19676,3,all
consequential,9.16345613163918,19676,3,all
finalize,9.16345613163918,19676,3,all
instituting,9.16345613163918,19676,3,all
stadelman,9.16345613163918,19676,3,all
rachel,9.16345613163918,19676,3,all
ventura,9.16345613163918,19676,3,all
javier,9.16345613163918,19676,3,all
dale,9.16345613163918,19676,3,all
persian,9.16345613163918,19676,3,all
demeanor,9.16345613163918,19676,3,all
ellman,9.16345613163918,19676,3,all
dancing,9.16345613163918,19676,3,all
insurrection,9.16345613163918,19676,3,all
crime-related,9.16345613163918,19676,3,all
comprehended,9.16345613163918,19676,3,all
embrace,9.16345613163918,19676,3,all
prosperous,9.16345613163918,19676,3,all
rebuilding,9.16345613163918,19676,3,all
olympics,9.16345613163918,19676,3,all
orthodontia,9.16345613163918,19676,3,all
mcmahon,9.16345613163918,19676,3,all
wisdom,9.16345613163918,19676,3,all
atrists,9.16345613163918,19676,3,all
visi,9.16345613163918,19676,3,all
teller,9.16345613163918,19676,3,all
peoples-stokes,9.16345613163918,19676,3,all
prehospi,9.16345613163918,19676,3,all
point-of-entry,9.16345613163918,19676,3,all
four-j,9.16345613163918,19676,3,all
ninety-nine-bb,9.16345613163918,19676,3,all
five-p,9.16345613163918,19676,3,all
tague,9.16345613163918,19676,3,all
formatted,9.16345613163918,19676,3,all
schmitt,9.16345613163918,19676,3,all
plac,9.16345613163918,19676,3,all
constitutions,9.16345613163918,19676,3,all
re-victimization,9.16345613163918,19676,3,all
effi,9.16345613163918,19676,3,all
cacy,9.16345613163918,19676,3,all
inno,9.16345613163918,19676,3,all
buprenor,9.16345613163918,19676,3,all
phine,9.16345613163918,19676,3,all
barnwell,9.16345613163918,19676,3,all
commands,9.16345613163918,19676,3,all
encing,9.16345613163918,19676,3,all
maximized,9.16345613163918,19676,3,all
angelino,9.16345613163918,19676,3,all
foreseeably,9.16345613163918,19676,3,all
non-verbal,9.16345613163918,19676,3,all
heterosexuali,9.16345613163918,19676,3,all
hairstyles,9.16345613163918,19676,3,all
agers,9.16345613163918,19676,3,all
non-con,9.16345613163918,19676,3,all
wandered,9.16345613163918,19676,3,all
eloped,9.16345613163918,19676,3,all
spelling,9.16345613163918,19676,3,all
gallahan,9.16345613163918,19676,3,all
armories,9.16345613163918,19676,3,all
installa,9.16345613163918,19676,3,all
tant,9.16345613163918,19676,3,all
holic,9.16345613163918,19676,3,all
experiment,9.16345613163918,19676,3,all
alfred,9.16345613163918,19676,3,all
quasi-public,9.16345613163918,19676,3,all
208-f,9.16345613163918,19676,3,all
receivership,9.16345613163918,19676,3,all
stony,9.16345613163918,19676,3,all
brook,9.16345613163918,19676,3,all
infrastruc,9.16345613163918,19676,3,all
marketability,9.16345613163918,19676,3,all
rever,9.16345613163918,19676,3,all
tuting,9.16345613163918,19676,3,all
sobering,9.16345613163918,19676,3,all
ratively,9.16345613163918,19676,3,all
legiti,9.16345613163918,19676,3,all
dramat,9.16345613163918,19676,3,all
bilitating,9.16345613163918,19676,3,all
intercepted,9.16345613163918,19676,3,all
transformative,9.16345613163918,19676,3,all
self-adminis,9.16345613163918,19676,3,all
seventeen-a,9.16345613163918,19676,3,all
hhh,9.16345613163918,19676,3,all
day's,9.16345613163918,19676,3,all
undisputed,9.16345613163918,19676,3,all
undertakings,9.16345613163918,19676,3,all
shelving,9.16345613163918,19676,3,all
deciphering,9.16345613163918,19676,3,all
deciphered,9.16345613163918,19676,3,all
combina,9.16345613163918,19676,3,all
describ,9.16345613163918,19676,3,all
tastes,9.16345613163918,19676,3,all
ordi,9.16345613163918,19676,3,all
embraced,9.16345613163918,19676,3,all
evincing,9.16345613163918,19676,3,all
pacity,9.16345613163918,19676,3,all
drug-re,9.16345613163918,19676,3,all
ophthalmology,9.16345613163918,19676,3,all
ipated,9.16345613163918,19676,3,all
benign,9.16345613163918,19676,3,all
denture,9.16345613163918,19676,3,all
leakage,9.16345613163918,19676,3,all
roentgen,9.16345613163918,19676,3,all
rays,9.16345613163918,19676,3,all
subsidization,9.16345613163918,19676,3,all
reminder,9.16345613163918,19676,3,all
misbrand,9.16345613163918,19676,3,all
forge,9.16345613163918,19676,3,all
carriage,9.16345613163918,19676,3,all
comprehends,9.16345613163918,19676,3,all
corroborated,9.16345613163918,19676,3,all
attendants,9.16345613163918,19676,3,all
muscles,9.16345613163918,19676,3,all
advisories,9.16345613163918,19676,3,all
lors,9.16345613163918,19676,3,all
beautification,9.16345613163918,19676,3,all
tionally,9.16345613163918,19676,3,all
emitting,9.16345613163918,19676,3,all
harbors,9.16345613163918,19676,3,all
observer,9.16345613163918,19676,3,all
margi,9.16345613163918,19676,3,all
nalized,9.16345613163918,19676,3,all
seven-b,9.16345613163918,19676,3,all
naltrex,9.16345613163918,19676,3,all
366-d,9.16345613163918,19676,3,all
13-d,9.16345613163918,19676,3,all
prof,9.16345613163918,19676,3,all
roent,9.16345613163918,19676,3,all
genologist,9.16345613163918,19676,3,all
mended,9.16345613163918,19676,3,all
ciary,9.16345613163918,19676,3,all
itemization,9.16345613163918,19676,3,all
zen,9.16345613163918,19676,3,all
li,9.16345613163918,19676,3,all
differentiates,9.16345613163918,19676,3,all
jesse's,9.16345613163918,19676,3,all
non-engl,9.16345613163918,19676,3,all
ish,9.16345613163918,19676,3,all
elim,9.16345613163918,19676,3,all
curate,9.16345613163918,19676,3,all
digni,9.16345613163918,19676,3,all
plagiarizing,9.16345613163918,19676,3,all
artifacts,9.16345613163918,19676,3,all
secu,9.16345613163918,19676,3,all
rity,9.16345613163918,19676,3,all
tencies,9.16345613163918,19676,3,all
acy,9.16345613163918,19676,3,all
school-authorized,9.16345613163918,19676,3,all
extra-curricular,9.16345613163918,19676,3,all
nances,9.16345613163918,19676,3,all
lem,9.16345613163918,19676,3,all
indelibly,9.16345613163918,19676,3,all
x-1,9.16345613163918,19676,3,all
spar,9.16345613163918,19676,3,all
kling,9.16345613163918,19676,3,all
consuls-general,9.16345613163918,19676,3,all
consuls,9.16345613163918,19676,3,all
vice-consuls,9.16345613163918,19676,3,all
nationals,9.16345613163918,19676,3,all
distiller's,9.16345613163918,19676,3,all
winery,9.16345613163918,19676,3,all
carbo,9.16345613163918,19676,3,all
immobilizes,9.16345613163918,19676,3,all
versa,9.16345613163918,19676,3,all
three-fourths,9.16345613163918,19676,3,all
unsound,9.16345613163918,19676,3,all
rivers,9.16345613163918,19676,3,all
abus,9.16345613163918,19676,3,all
propa,9.16345613163918,19676,3,all
gins,9.16345613163918,19676,3,all
remov,9.16345613163918,19676,3,all
sunrise,9.16345613163918,19676,3,all
preg,9.16345613163918,19676,3,all
embodying,9.16345613163918,19676,3,all
cials,9.16345613163918,19676,3,all
dination,9.16345613163918,19676,3,all
unmanageable,9.16345613163918,19676,3,all
preva,9.16345613163918,19676,3,all
limited-english-proficient,9.16345613163918,19676,3,all
misunderstanding,9.16345613163918,19676,3,all
misinterpreting,9.16345613163918,19676,3,all
descent,9.16345613163918,19676,3,all
antianxiety,9.16345613163918,19676,3,all
prefers,9.16345613163918,19676,3,all
infrared,9.16345613163918,19676,3,all
intolerable,9.16345613163918,19676,3,all
domes,9.16345613163918,19676,3,all
detri,9.16345613163918,19676,3,all
pedia,9.16345613163918,19676,3,all
tric,9.16345613163918,19676,3,all
post-traumat,9.16345613163918,19676,3,all
ardization,9.16345613163918,19676,3,all
telecom,9.16345613163918,19676,3,all
munication,9.16345613163918,19676,3,all
ogist's,9.16345613163918,19676,3,all
telecommuni,9.16345613163918,19676,3,all
telepsy,9.16345613163918,19676,3,all
chology,9.16345613163918,19676,3,all
selor,9.16345613163918,19676,3,all
discriminato,9.16345613163918,19676,3,all
oceanic,9.16345613163918,19676,3,all
atmospheric,9.16345613163918,19676,3,all
thai,9.16345613163918,19676,3,all
hospitaliza,9.16345613163918,19676,3,all
co-pays,9.16345613163918,19676,3,all
bones,9.16345613163918,19676,3,all
semen,9.16345613163918,19676,3,all
5-meo-dmt,9.16345613163918,19676,3,all
xxxv,9.16345613163918,19676,3,all
xli,9.16345613163918,19676,3,all
revo,9.16345613163918,19676,3,all
ulum,9.16345613163918,19676,3,all
14-a,9.16345613163918,19676,3,all
tires,9.16345613163918,19676,3,all
thirty-two-a,9.16345613163918,19676,3,all
plot,9.16345613163918,19676,3,all
discourages,9.16345613163918,19676,3,all
expressway,9.16345613163918,19676,3,all
reinvesting,9.16345613163918,19676,3,all
beating,9.16345613163918,19676,3,all
survi,9.16345613163918,19676,3,all
vors,9.16345613163918,19676,3,all
immaterial,9.16345613163918,19676,3,all
sated,9.16345613163918,19676,3,all
unnec,9.16345613163918,19676,3,all
essary,9.16345613163918,19676,3,all
cohabitants,9.16345613163918,19676,3,all
dispensation,9.16345613163918,19676,3,all
modeled,9.16345613163918,19676,3,all
dsm-iv-tr,9.16345613163918,19676,3,all
fifty-nine-a,9.16345613163918,19676,3,all
distressing,9.16345613163918,19676,3,all
orphans,9.16345613163918,19676,3,all
stake-holders,9.16345613163918,19676,3,all
inclusivity,9.16345613163918,19676,3,all
story,9.16345613163918,19676,3,all
easier,9.16345613163918,19676,3,all
favorably,9.16345613163918,19676,3,all
mahany,9.16345613163918,19676,3,all
well-known,9.16345613163918,19676,3,all
worrying,9.16345613163918,19676,3,all
commemorating,9.16345613163918,19676,3,all
kaminsky,9.16345613163918,19676,3,all
torturing,9.16345613163918,19676,3,all
helm,9.16345613163918,19676,3,all
serrano,9.16345613163918,19676,3,all
composing,9.16345613163918,19676,3,all
unknowingly,9.16345613163918,19676,3,all
grandchildren,9.16345613163918,19676,3,all
palumbo,9.16345613163918,19676,3,all
abutting,9.16345613163918,19676,3,all
basing,9.16345613163918,19676,3,all
martinez,9.16345613163918,19676,3,all
breslin,9.16345613163918,19676,3,all
mayer,9.16345613163918,19676,3,all
rooted,9.16345613163918,19676,3,all
leland,9.16345613163918,19676,3,all
lepore-hagan,9.16345613163918,19676,3,all
lightbody,9.16345613163918,19676,3,all
abdullahi,9.16345613163918,19676,3,all
fifteen-member,9.16345613163918,19676,3,all
twelve-member,9.16345613163918,19676,3,all
nine-member,9.16345613163918,19676,3,all
troy,9.16345613163918,19676,3,all
knights,9.16345613163918,19676,3,all
corridor,9.16345613163918,19676,3,all
celebrating,9.16345613163918,19676,3,all
troops,9.16345613163918,19676,3,all
seitz,9.16345613163918,19676,3,all
originals,9.16345613163918,19676,3,all
custody-taking,9.16345613163918,19676,3,all
hicks-hudson,9.16345613163918,19676,3,all
plummer,9.16345613163918,19676,3,all
indentures,9.16345613163918,19676,3,all
docketing,9.16345613163918,19676,3,all
bt,9.16345613163918,19676,3,all
magistrates,9.16345613163918,19676,3,all
recrimination,9.16345613163918,19676,3,all
disqualifies,9.16345613163918,19676,3,all
lobby,9.16345613163918,19676,3,all
mileage-based,9.16345613163918,19676,3,all
lumper,9.16345613163918,19676,3,all
ministry,9.16345613163918,19676,3,all
poles,9.16345613163918,19676,3,all
ten-mile,9.16345613163918,19676,3,all
cargo,9.16345613163918,19676,3,all
escapee,9.16345613163918,19676,3,all
unconsenting,9.16345613163918,19676,3,all
motels,9.16345613163918,19676,3,all
royalty,9.16345613163918,19676,3,all
goodwill,9.16345613163918,19676,3,all
text-based,9.16345613163918,19676,3,all
sensibilities,9.16345613163918,19676,3,all
captures,9.16345613163918,19676,3,all
fetal-infant,9.16345613163918,19676,3,all
abstracting,9.16345613163918,19676,3,all
source's,9.16345613163918,19676,3,all
patented,9.16345613163918,19676,3,all
ambiguous,9.16345613163918,19676,3,all
god,9.16345613163918,19676,3,all
justiciable,9.16345613163918,19676,3,all
litigate,9.16345613163918,19676,3,all
redacting,9.16345613163918,19676,3,all
profit-seeking,9.16345613163918,19676,3,all
articulates,9.16345613163918,19676,3,all
manning,9.16345613163918,19676,3,all
college-preparatory,9.16345613163918,19676,3,all
cigar,9.16345613163918,19676,3,all
invalidated,9.16345613163918,19676,3,all
donating,9.16345613163918,19676,3,all
seem,9.16345613163918,19676,3,all
moms,9.16345613163918,19676,3,all
sykes,9.16345613163918,19676,3,all
cirino,9.16345613163918,19676,3,all
exported,9.16345613163918,19676,3,all
examination's,9.16345613163918,19676,3,all
ministers,9.16345613163918,19676,3,all
priests,9.16345613163918,19676,3,all
rabbis,9.16345613163918,19676,3,all
surgeries,9.16345613163918,19676,3,all
ratifies,9.16345613163918,19676,3,all
sherman,9.16345613163918,19676,3,all
peterson,9.16345613163918,19676,3,all
shifted,9.16345613163918,19676,3,all
innamorato,9.16345613163918,19676,3,all
solomon,9.16345613163918,19676,3,all
right-to-know,9.16345613163918,19676,3,all
schroeder,9.16345613163918,19676,3,all
boback,9.16345613163918,19676,3,all
millard,9.16345613163918,19676,3,all
armanini,9.16345613163918,19676,3,all
gleim,9.16345613163918,19676,3,all
hamm,9.16345613163918,19676,3,all
scialabba,9.16345613163918,19676,3,all
highlights,9.16345613163918,19676,3,all
stender,9.16345613163918,19676,3,all
xxiii-a,9.16345613163918,19676,3,all
longietti,9.16345613163918,19676,3,all
staats,9.16345613163918,19676,3,all
gaydos,9.16345613163918,19676,3,all
abney,9.16345613163918,19676,3,all
hopeless,9.16345613163918,19676,3,all
kaufer,9.16345613163918,19676,3,all
fitzgerald,9.16345613163918,19676,3,all
pretext,9.16345613163918,19676,3,all
centrality,9.16345613163918,19676,3,all
signifying,9.16345613163918,19676,3,all
transit-related,9.16345613163918,19676,3,all
motto,9.16345613163918,19676,3,all
inadvertently,9.16345613163918,19676,3,all
bundling,9.16345613163918,19676,3,all
nonlapsing,9.16345613163918,19676,3,all
lloyds,9.16345613163918,19676,3,all
inter-insurance,9.16345613163918,19676,3,all
workmen's,9.16345613163918,19676,3,all
takac,9.16345613163918,19676,3,all
tailor,9.16345613163918,19676,3,all
i-k,9.16345613163918,19676,3,all
101-k,9.16345613163918,19676,3,all
104-k,9.16345613163918,19676,3,all
mcclinton,9.16345613163918,19676,3,all
burdened,9.16345613163918,19676,3,all
shortcoming,9.16345613163918,19676,3,all
disappointment,9.16345613163918,19676,3,all
self-blame,9.16345613163918,19676,3,all
self-hatred,9.16345613163918,19676,3,all
hostility,9.16345613163918,19676,3,all
blame,9.16345613163918,19676,3,all
betrayal,9.16345613163918,19676,3,all
intimacy,9.16345613163918,19676,3,all
dehumanized,9.16345613163918,19676,3,all
counterbalanced,9.16345613163918,19676,3,all
dictum,9.16345613163918,19676,3,all
self-destructive,9.16345613163918,19676,3,all
hatred,9.16345613163918,19676,3,all
inaccurately,9.16345613163918,19676,3,all
homosexuals,9.16345613163918,19676,3,all
lonely,9.16345613163918,19676,3,all
happiness,9.16345613163918,19676,3,all
transgendered,9.16345613163918,19676,3,all
aversion,9.16345613163918,19676,3,all
sensations,9.16345613163918,19676,3,all
self-criticism,9.16345613163918,19676,3,all
internalization,9.16345613163918,19676,3,all
caitlin,9.16345613163918,19676,3,all
huebner,9.16345613163918,19676,3,all
rafael,9.16345613163918,19676,3,all
diaz,9.16345613163918,19676,3,all
jorge,9.16345613163918,19676,3,all
predictor,9.16345613163918,19676,3,all
willpower,9.16345613163918,19676,3,all
vitally,9.16345613163918,19676,3,all
champus,9.16345613163918,19676,3,all
saval,9.16345613163918,19676,3,all
aument,9.16345613163918,19676,3,all
spells,9.16345613163918,19676,3,all
worthlessness,9.16345613163918,19676,3,all
embarrassment,9.16345613163918,19676,3,all
spasticity,9.16345613163918,19676,3,all
amyotrophic,9.16345613163918,19676,3,all
neurodegenerative,9.16345613163918,19676,3,all
romero,9.16345613163918,19676,3,all
dominguez,9.16345613163918,19676,3,all
jes-f,9.16345613163918,19676,3,all
practice-based,9.16345613163918,19676,3,all
apprehends,9.16345613163918,19676,3,all
scl-d,9.16345613163918,19676,3,all
hull,9.16345613163918,19676,3,all
88r2805,9.16345613163918,19676,3,all
cjd-f,9.16345613163918,19676,3,all
kbb-d,9.16345613163918,19676,3,all
six-year,9.16345613163918,19676,3,all
blueprints,9.16345613163918,19676,3,all
bystander,9.16345613163918,19676,3,all
blackwood,9.16345613163918,19676,3,all
cortez,9.16345613163918,19676,3,all
voided,9.16345613163918,19676,3,all
single-episode,9.16345613163918,19676,3,all
klick,9.16345613163918,19676,3,all
mzm-d,9.16345613163918,19676,3,all
mwc-d,9.16345613163918,19676,3,all
guillen,9.16345613163918,19676,3,all
88r4547,9.16345613163918,19676,3,all
mcf-f,9.16345613163918,19676,3,all
acquits,9.16345613163918,19676,3,all
raymond,9.16345613163918,19676,3,all
bdp-f,9.16345613163918,19676,3,all
springer,9.16345613163918,19676,3,all
murr,9.16345613163918,19676,3,all
incarnate,9.16345613163918,19676,3,all
coordinator's,9.16345613163918,19676,3,all
agency-approved,9.16345613163918,19676,3,all
rds-f,9.16345613163918,19676,3,all
reauthorization,9.16345613163918,19676,3,all
lone,9.16345613163918,19676,3,all
mp-d,9.16345613163918,19676,3,all
alvarado,9.16345613163918,19676,3,all
kolkhorst,9.16345613163918,19676,3,all
s.r,9.16345613163918,19676,3,all
maycumber,9.16345613163918,19676,3,all
lovick,9.16345613163918,19676,3,all
chapman,9.16345613163918,19676,3,all
service-providing,9.16345613163918,19676,3,all
ex.s,9.16345613163918,19676,3,all
harbored,9.16345613163918,19676,3,all
13.32a,9.16345613163918,19676,3,all
youth-serving,9.16345613163918,19676,3,all
74.14b,9.16345613163918,19676,3,all
intercession,9.16345613163918,19676,3,all
infringing,9.16345613163918,19676,3,all
neuroanatomy,9.16345613163918,19676,3,all
neurophysiology,9.16345613163918,19676,3,all
neurochemistry,9.16345613163918,19676,3,all
abdominal,9.16345613163918,19676,3,all
genitourinary,9.16345613163918,19676,3,all
integumentary,9.16345613163918,19676,3,all
neuroimaging,9.16345613163918,19676,3,all
noninvasive,9.16345613163918,19676,3,all
neuropharmacology,9.16345613163918,19676,3,all
state-issued,9.16345613163918,19676,3,all
nonlegend,9.16345613163918,19676,3,all
inoculations,9.16345613163918,19676,3,all
penetrating,9.16345613163918,19676,3,all
instillation,9.16345613163918,19676,3,all
sight-impaired,9.16345613163918,19676,3,all
cody,9.16345613163918,19676,3,all
caldier,9.16345613163918,19676,3,all
resetting,9.16345613163918,19676,3,all
information-sharing,9.16345613163918,19676,3,all
nonessential,9.16345613163918,19676,3,all
boehnke,9.16345613163918,19676,3,all
coresponders,9.16345613163918,19676,3,all
intercepts,9.16345613163918,19676,3,all
ruckelshaus,9.16345613163918,19676,3,all
communication's,9.16345613163918,19676,3,all
82.14b,9.16345613163918,19676,3,all
off-the-job,9.16345613163918,19676,3,all
able-bodied,9.16345613163918,19676,3,all
olympia,9.16345613163918,19676,3,all
workdays,9.16345613163918,19676,3,all
stay-at-work,9.16345613163918,19676,3,all
return-to,9.16345613163918,19676,3,all
the-job,9.16345613163918,19676,3,all
nonnetwork,9.16345613163918,19676,3,all
immunological,9.16345613163918,19676,3,all
multispecialty,9.16345613163918,19676,3,all
curative,9.16345613163918,19676,3,all
controversies,9.16345613163918,19676,3,all
defrayment,9.16345613163918,19676,3,all
outcome-focused,9.16345613163918,19676,3,all
equity-centered,9.16345613163918,19676,3,all
all-campus,9.16345613163918,19676,3,all
apprehensions,9.16345613163918,19676,3,all
exited,9.16345613163918,19676,3,all
70.96a,9.16345613163918,19676,3,all
stearns,9.16345613163918,19676,3,all
headstones,9.16345613163918,19676,3,all
buried,9.16345613163918,19676,3,all
birthdate,9.16345613163918,19676,3,all
disappeared,9.16345613163918,19676,3,all
postinstitutional,9.16345613163918,19676,3,all
trudeau,9.16345613163918,19676,3,all
kuderer,9.16345613163918,19676,3,all
muzzall,9.16345613163918,19676,3,all
nobles,9.16345613163918,19676,3,all
braun,9.16345613163918,19676,3,all
wellman,9.16345613163918,19676,3,all
dpi's,9.16345613163918,19676,3,all
thiesfeldt,9.16345613163918,19676,3,all
pronschinske,9.16345613163918,19676,3,all
testin,9.16345613163918,19676,3,all
stress-related,7.063213263865444,20918,1,all
outcome-oriented,7.063213263865444,20918,1,all
results-based,7.063213263865444,20918,1,all
probation-involved,7.063213263865444,20918,1,all
automating,7.063213263865444,20918,1,all
home-to-school,7.063213263865444,20918,1,all
craving,7.063213263865444,20918,1,all
drug-seeking,7.063213263865444,20918,1,all
pantopon,7.063213263865444,20918,1,all
dilaudid,7.063213263865444,20918,1,all
isonipecaine,7.063213263865444,20918,1,all
demerol,7.063213263865444,20918,1,all
jones-sawyer,7.063213263865444,20918,1,all
county-supported,7.063213263865444,20918,1,all
mckinnor,7.063213263865444,20918,1,all
nylon,7.063213263865444,20918,1,all
kilometer,7.063213263865444,20918,1,all
france,7.063213263865444,20918,1,all
hardcopy,7.063213263865444,20918,1,all
certifier,7.063213263865444,20918,1,all
vs-10a,7.063213263865444,20918,1,all
chancellor’s,7.063213263865444,20918,1,all
be-on-the-lookout,7.063213263865444,20918,1,all
staff-secured,7.063213263865444,20918,1,all
commonality,7.063213263865444,20918,1,all
ctfs,7.063213263865444,20918,1,all
children-foster,7.063213263865444,20918,1,all
dd-cn,7.063213263865444,20918,1,all
numerals,7.063213263865444,20918,1,all
zbur,7.063213263865444,20918,1,all
department-specific,7.063213263865444,20918,1,all
recalculating,7.063213263865444,20918,1,all
setting-based,7.063213263865444,20918,1,all
infant-family,7.063213263865444,20918,1,all
prosocial,7.063213263865444,20918,1,all
short-doyle,7.063213263865444,20918,1,all
davis-stirling,7.063213263865444,20918,1,all
recordation,7.063213263865444,20918,1,all
holden,7.063213263865444,20918,1,all
extruded,7.063213263865444,20918,1,all
substance-abusing,7.063213263865444,20918,1,all
soria,7.063213263865444,20918,1,all
city’s,7.063213263865444,20918,1,all
vhhpa,7.063213263865444,20918,1,all
unsold,7.063213263865444,20918,1,all
smoking-related,7.063213263865444,20918,1,all
tobacco-related,7.063213263865444,20918,1,all
mft,7.063213263865444,20918,1,all
lpcc,7.063213263865444,20918,1,all
microns,7.063213263865444,20918,1,all
trades,7.063213263865444,20918,1,all
ta,7.063213263865444,20918,1,all
jarrod’s,7.063213263865444,20918,1,all
state-managed,7.063213263865444,20918,1,all
health-only,7.063213263865444,20918,1,all
year’s,7.063213263865444,20918,1,all
cahoots,7.063213263865444,20918,1,all
phoenix,7.063213263865444,20918,1,all
convenings,7.063213263865444,20918,1,all
facilities-based,7.063213263865444,20918,1,all
unreturned,7.063213263865444,20918,1,all
exoneration,7.063213263865444,20918,1,all
juan,7.063213263865444,20918,1,all
vha,7.063213263865444,20918,1,all
va’s,7.063213263865444,20918,1,all
flipping,7.063213263865444,20918,1,all
anti-oppression,7.063213263865444,20918,1,all
plan-by-plan,7.063213263865444,20918,1,all
granularity,7.063213263865444,20918,1,all
subpopulations,7.063213263865444,20918,1,all
development’s,7.063213263865444,20918,1,all
spirit,7.063213263865444,20918,1,all
cardiometabolic,7.063213263865444,20918,1,all
dyslipidemia,7.063213263865444,20918,1,all
prediabetes,7.063213263865444,20918,1,all
per-member-per-month,7.063213263865444,20918,1,all
hk,7.063213263865444,20918,1,all
phone-based,7.063213263865444,20918,1,all
destabilization,7.063213263865444,20918,1,all
retreats,7.063213263865444,20918,1,all
heals,7.063213263865444,20918,1,all
nonsworn,7.063213263865444,20918,1,all
lea’s,7.063213263865444,20918,1,all
ifsp,7.063213263865444,20918,1,all
study’s,7.063213263865444,20918,1,all
inquires,7.063213263865444,20918,1,all
102-314,7.063213263865444,20918,1,all
core-competencies-based,7.063213263865444,20918,1,all
pm,7.063213263865444,20918,1,all
creator,7.063213263865444,20918,1,all
ppaca,7.063213263865444,20918,1,all
chcf,7.063213263865444,20918,1,all
in-language,7.063213263865444,20918,1,all
in-culture,7.063213263865444,20918,1,all
nondirective,7.063213263865444,20918,1,all
package's,7.063213263865444,20918,1,all
transportation's,7.063213263865444,20918,1,all
paramedic's,7.063213263865444,20918,1,all
means-based,7.063213263865444,20918,1,all
proxy's,7.063213263865444,20918,1,all
"1,000-hour",7.063213263865444,20918,1,all
administrator-in-training,7.063213263865444,20918,1,all
electrologist,7.063213263865444,20918,1,all
geneticists,7.063213263865444,20918,1,all
shipper's,7.063213263865444,20918,1,all
electrology,7.063213263865444,20918,1,all
whic,7.063213263865444,20918,1,all
tomography,7.063213263865444,20918,1,all
organ's,7.063213263865444,20918,1,all
drainfield,7.063213263865444,20918,1,all
maiden,7.063213263865444,20918,1,all
fortifyfl,7.063213263865444,20918,1,all
