domain_group,entity_type,entity,total_mentions,n_bills
high,ORG,xix,32,6
high,ORG,xlii,2,2
high,ORG,xlvi,2,2
high,ORG,xv,27,18
high,ORG,xvii,14,8
high,ORG,xvii_)_orthotists,7,4
high,ORG,xxv,10,6
high,ORG,xxvi,1,1
high,ORG,xxxiib,1,1
high,ORG,y,8,4
high,ORG,y_)_information,4,4
high,ORG,y_)_records,3,3
high,ORG,y_)_service,2,2
high,ORG,yandrost-4_-_en-3_-_one,2,2
high,ORG,york_state_psychiatric_institute,2,2
high,ORG,youth,4,4
high,ORG,youth_in_solitary_confinement_reduction_act,3,3
high,ORG,youth_mental_health_boards,4,2
high,ORG,youth_services,1,1
high,ORG,youthcare,3,1
high,ORG,yudichak,1,1
high,ORG,yy,6,6
high,ORG,z_)_service,1,1
high,ORG,zation_practice,2,2
high,ORG,zation_review,2,2
high,ORG,zation_review_board,2,2
high,ORG,zebrowski,3,3
high,ORG,zimmerman,1,1
high,ORG,zinerman,1,1
high,ORG,zn,2,2
low,GPE,1_york,4,4
low,GPE,37_buffalo,1,1
low,GPE,48.43.537,1,1
low,GPE,4_county,1,1
low,GPE,8)_greater,1,1
low,GPE,a._colton,2,2
low,GPE,abdullahi,1,1
low,GPE,age-55,1,1
low,GPE,albany,44,12
low,GPE,america,3,3
low,GPE,amn,1,1
low,GPE,another_united_states,1,1
low,GPE,antonio,2,2
low,GPE,arambula,1,1
low,GPE,article_ix,3,1
low,GPE,ashland,2,2
low,GPE,atascadero,1,1
low,GPE,austin,1,1
low,GPE,az,3,3
low,GPE,barnwell,1,1
low,GPE,barron,2,2
low,GPE,bayfield,2,2
low,GPE,bb,25,12
low,GPE,beverly,4,4
low,GPE,blackshear,2,2
low,GPE,boces,8,4
low,GPE,brenner,1,1
low,GPE,brevard_county,3,1
low,GPE,bridgeview,2,1
low,GPE,bronx_county,3,3
low,GPE,buffalo,23,10
low,GPE,california,20,14
low,GPE,canada,6,4
low,GPE,charles_township,1,1
low,GPE,chicago,8,4
low,GPE,chippewa,2,2
low,GPE,chippewa_county,6,2
low,GPE,coalinga,1,1
low,GPE,colton,7,7
low,GPE,cook_county,2,2
low,GPE,corbett,1,1
low,GPE,costa,6,6
low,GPE,cruz,2,2
low,GPE,culver,1,1
low,GPE,dallas,4,4
low,GPE,"destefano_,_lemondes_,_manktelow_,_mcdonough",1,1
low,GPE,dui,3,1
low,GPE,dunlap,2,1
low,GPE,dupage,1,1
low,GPE,dupage_county,5,1
low,GPE,durazo,1,1
low,GPE,eau_claire_county,6,2
low,GPE,el_paso,1,1
low,GPE,england,1,1
low,GPE,f.s.,71,50
low,GPE,florida,133,52
low,GPE,florida_statutes,13,8
low,GPE,fontana,5,5
low,GPE,fort_worth,1,1
low,GPE,galveston,1,1
low,GPE,georgia,111,35
low,GPE,gleim,2,2
low,GPE,hallandale_beach_-,3,1
low,GPE,harckham,1,1
low,GPE,haywood,8,8
low,GPE,hilton,1,1
low,GPE,homeland_securi-_ty,2,2
low,GPE,hong,12,12
low,GPE,houston,2,2
low,GPE,hugley,1,1
low,GPE,humphrey,1,1
low,GPE,illinois,91,31
low,GPE,iron,2,2
low,GPE,jackson,14,14
low,GPE,jarrells,1,1
low,GPE,jasperse,1,1
low,GPE,jordan,2,2
low,GPE,kamlager,2,2
low,GPE,kane_county,13,1
low,GPE,kearney,3,3
low,GPE,kings,4,4
low,GPE,la_crosse,2,2
low,GPE,laughlin,2,2
low,GPE,lbd00691,1,1
low,GPE,lbd04440,2,2
low,GPE,lbd08734,1,1
low,GPE,lbd09580,4,4
low,GPE,leland,1,1
low,GPE,madison,4,4
low,GPE,madison_county,1,1
low,GPE,metropolitan,1,1
low,GPE,miami,1,1
low,GPE,millard,2,2
low,GPE,monroe,2,2
low,GPE,montesano,3,3
low,GPE,myers,2,2
low,GPE,napa,1,1
low,GPE,nassau,12,4
low,GPE,new,1,1
low,GPE,new_12_york,1,1
low,GPE,new_25_york,1,1
low,GPE,new_york,800,491
low,GPE,new_york_'s,4,4
low,GPE,new_york_city,5,5
low,GPE,new_york_state,13,10
low,GPE,newton,1,1
low,GPE,nielsen,2,2
low,GPE,no.14,28,14
low,GPE,north_859.00,1,1
low,GPE,notice,2,2
low,GPE,ogdensburg,3,2
low,GPE,ohio,16,3
low,GPE,oldenburg,4,4
low,GPE,oneida,2,2
low,GPE,p.l.,4,3
low,GPE,p.l.1701,1,1
low,GPE,pa.,16,8
low,GPE,paris,1,1
low,GPE,parker,4,4
low,GPE,pennsylvania,16,9
low,GPE,penterman,2,2
low,GPE,peoria,1,1
low,GPE,peoria_county,2,1
low,GPE,pepin,2,2
low,GPE,perfluoroalkyl,1,1
low,GPE,phillips-_hill,1,1
low,GPE,plattsburgh,2,2
low,GPE,poughkeepsie,4,4
low,GPE,putnam,1,1
low,GPE,putnam_county_-_mental_health_project,2,1
low,GPE,queens,12,4
low,GPE,ra,1,1
low,GPE,richardson,1,1
low,GPE,rochester,4,4
low,GPE,rock_island,8,4
low,GPE,rusk,2,2
low,GPE,s._302.01,2,2
low,GPE,s._408.032(8,2,2
low,GPE,s._490.0075,2,2
low,GPE,s._491.017,2,2
low,GPE,san_antonio,1,1
low,GPE,sangamon,1,1
low,GPE,sangamon_county,2,1
low,GPE,santiago,1,1
low,GPE,sarasota,3,1
low,GPE,schofield,2,2
low,GPE,seminole_county,6,2
low,GPE,st.,1,1
low,GPE,st._charles_township,1,1
low,GPE,st._croix,2,2
low,GPE,st._lawrence,1,1
low,GPE,st._lawrence_county,2,2
low,GPE,stefano,1,1
low,GPE,subpt,2,2
low,GPE,suffolk,10,6
low,GPE,suffolk_county,6,2
low,GPE,summerfield,4,4
low,GPE,syracuse,4,4
low,GPE,tarvin,1,1
low,GPE,texas,4,2
low,GPE,the_2_city,1,1
low,GPE,the_city_of_sacramento,2,1
low,GPE,the_county_in,2,1
low,GPE,the_county_of,1,1
low,GPE,the_county_of_sacramento,4,1
low,GPE,the_north_branch,2,2
low,GPE,the_state_of,5,5
low,GPE,the_state_of_california,97,96
low,GPE,the_state_of_georgia,1,1
low,GPE,the_state_of_illinois,6,5
low,GPE,"the_state_of_new_3_york_""",2,2
low,GPE,"the_state_of_new_5_york_""",2,2
low,GPE,the_united_13_states,2,2
low,GPE,the_united_states,55,36
low,GPE,the_united_states_11,1,1
low,GPE,the_united_states_22_military,2,2
low,GPE,the_united_states_armed_forces,8,2
low,GPE,the_united_states_bureau_of_labor,1,1
low,GPE,the_united_states_census_18_bureau,2,2
low,GPE,the_united_states_census_2_bureau,2,2
low,GPE,the_united_states_census_bureau,2,2
low,GPE,the_united_states_coast_guard,1,1
low,GPE,the_united_states_department,3,2
low,GPE,the_united_states_department_of,2,1
low,GPE,the_united_states_military,4,2
low,GPE,the_united_states_surgeon_12_general,2,2
low,GPE,the_united_states_surgeon_general,1,1
low,GPE,the_village_of_dunlap,2,1
low,GPE,the_village_of_tinley_park,4,2
low,GPE,tibetan,2,2
low,GPE,trempealeau,2,2
low,GPE,trichoderma,1,1
low,GPE,troy,1,1
low,GPE,tyler,1,1
low,GPE,u.s.,12,9
low,GPE,united_states,22,14
low,GPE,utica,4,4
low,GPE,"vilas_,_washburn",2,2
low,GPE,villapudua,1,1
low,GPE,warren,1,1
low,GPE,washington,26,12
low,GPE,west,1,1
low,GPE,west_region,1,1
low,GPE,westchester,12,4
low,GPE,westerly,3,3
low,GPE,wisconsin,40,40
low,GPE,yaw,1,1
low,ORG,"""_food_allergy_awareness_month",1,1
low,ORG,0057,1,1
low,ORG,03199,1,1
low,ORG,104,4,4
low,ORG,104_stat,1,1
low,ORG,1156_amends,1,1
low,ORG,12_corrections,1,1
low,ORG,12_representatives,14,14
low,ORG,134th_general_assembly,8,8
low,ORG,135th_general_assembly,6,6
low,ORG,139a_amends_the_liquor_control_act,2,2
low,ORG,13_representatives,1,1
low,ORG,14_appropriations_project_request_435,1,1
low,ORG,174th,1,1
low,ORG,18_counseling,1,1
low,ORG,1_p.a.,1,1
low,ORG,2/17/2021,6,6
low,ORG,20.435_health,2,2
low,ORG,23_representatives,1,1
low,ORG,340b,2,1
low,ORG,340b_drug_19_pricing_program,1,1
low,ORG,340b_drug_pricing_program,1,1
low,ORG,394.464_court,2,2
low,ORG,4_families,1,1
low,ORG,502.026,4,2
low,ORG,5794_state,1,1
low,ORG,7_mental_health_counseling,1,1
low,ORG,7_youth_services_program,1,1
low,ORG,801_amends_the_mental_health_and,1,1
low,ORG,803_amends_the_mental_health_and,1,1
low,ORG,804_amends_the_mental_health_and,2,2
low,ORG,9227,1,1
low,ORG,945.6037_nonemergency,1,1
low,ORG,9_dependency_and_addiction,1,1
low,ORG,9_overhead_utility_service,1,1
low,ORG,a-4_)_court,1,1
low,ORG,a.7177,2,2
low,ORG,a._3419_3_1,1,1
low,ORG,a._pheffer_amato,5,5
low,ORG,a_behavioral_health_continuum_infrastructure_program,1,1
low,ORG,a_department_of_financial,2,2
low,ORG,a_detection_of_deception_examiners_act_coordinator,1,1
low,ORG,a_local_chamber_of_commerce_10_business_program,1,1
low,ORG,a_local_chamber_of_commerce_business_program,1,1
low,ORG,a_state_department_of_state_hospitals,1,1
low,ORG,abinanti,1,1
low,ORG,abney,1,1
low,ORG,academy_of_pediatrics,2,2
low,ORG,accelerated_rehabilitative_disposition,4,2
low,ORG,actu-_arial,2,2
low,ORG,acute_behavioral_10_health_services_facility_planning_and_construction,1,1
low,ORG,acute_behavioral_health_services_facility_planning,1,1
low,ORG,acute_behavioral_health_services_facility_planning_and_construction,1,1
low,ORG,ada,3,3
low,ORG,addabbo,6,6
low,ORG,adm,1,1
low,ORG,administrative,1,1
low,ORG,administrative_review_law,1,1
low,ORG,adolescent_health,1,1
low,ORG,advanced_behavioral_health_dual_diagnosis_services_:,1,1
low,ORG,advanced_behavioral_health_funding_to_support_services,1,1
low,ORG,advocacy_commission,1,1
low,ORG,agard,7,7
low,ORG,agency,2,2
low,ORG,agricul-,4,4
low,ORG,air_force,2,2
low,ORG,air_national_guard,2,2
low,ORG,akshar,1,1
low,ORG,alpert_jewish_family_service_-_mental_health_first_aid_coalition,1,1
low,ORG,amends_the_children_and_family_services_act,3,3
low,ORG,amends_the_community_mental_health_act,1,1
low,ORG,amends_the_consumer_fraud,1,1
low,ORG,amends_the_courses_of_study_article_of_the_school_code,2,2
low,ORG,amends_the_department_of_commerce_and_economic_opportunity_law_of_the_civil_administrative_code,1,1
low,ORG,amends_the_department_of_healthcare_and_family_services_law,1,1
low,ORG,amends_the_department_of_human_services_act,3,3
low,ORG,amends_the_department_of_state_police_law_of,1,1
low,ORG,amends_the_developmental_disability_and,2,2
low,ORG,amends_the_general_assembly_operations_act,1,1
low,ORG,amends_the_higher_education_student_assistance_act,1,1
low,ORG,amends_the_illinois_controlled_substances_act,2,2
low,ORG,amends_the_illinois_income_tax_act,1,1
low,ORG,amends_the_illinois_insurance_code,6,6
low,ORG,amends_the_illinois_state_police_law_of,2,2
low,ORG,amends_the_interscholastic_athletic_organization_act,1,1
low,ORG,amends_the_limitations_article_of_the_code_of_civil_procedure,1,1
low,ORG,amends_the_medical_assistance_article_of_the_illinois_public_aid,5,5
low,ORG,amends_the_mental_health_early_action,1,1
low,ORG,amends_the_petroleum_equipment_contractors_licensing_act,1,1
low,ORG,amends_the_podiatric_medical_practice_act,1,1
low,ORG,amends_the_property_tax_code,1,1
low,ORG,amends_the_retailers_'_occupation_tax_act,1,1
low,ORG,amends_the_school_code,4,4
low,ORG,amends_the_state_employees_group_insurance_act,1,1
low,ORG,amends_the_state_finance_act,1,1
low,ORG,amends_the_statute_on_statutes,1,1
low,ORG,amends_the_student_optional_disclosure_of_private_mental_health_act,1,1
low,ORG,american_academy_of_pediatrics,1,1
low,ORG,american_industrial_hygiene_association,1,1
low,ORG,american_psychiatric_association,6,4
low,ORG,american_rescue,10,9
low,ORG,amf,3,3
low,ORG,an_appropriations_project,20,20
low,ORG,an_evaluation_of_12,3,3
low,ORG,an_integrated_assessment_and_treatment_planning,1,1
low,ORG,an_office_of_faith_-_based_community_development_services,1,1
low,ORG,andraca,16,16
low,ORG,angelino,1,1
low,ORG,apg,9,3
low,ORG,appropriations,6,6
low,ORG,appropriations_16,3,3
low,ORG,appropriations_16_project_request_1383,1,1
low,ORG,appropriations_18,2,2
low,ORG,appropriations_20,1,1
low,ORG,appropriations_21,1,1
low,ORG,appropriations_21_project_request_435,1,1
low,ORG,appropriations_project,19,19
low,ORG,appropriations_project_13,4,4
low,ORG,appropriations_project_13_request,6,6
low,ORG,appropriations_project_13_request_1008,1,1
low,ORG,appropriations_project_13_request_1142,1,1
low,ORG,appropriations_project_13_request_29,1,1
low,ORG,appropriations_project_13_request_850,1,1
low,ORG,appropriations_project_16,2,2
low,ORG,appropriations_project_16_request,3,3
low,ORG,appropriations_project_19_request,2,2
low,ORG,appropriations_project_20_request,1,1
low,ORG,appropriations_project_request,40,31
low,ORG,appropriations_project_request_1008,1,1
low,ORG,appropriations_project_request_1062,2,1
low,ORG,appropriations_project_request_1123,1,1
low,ORG,appropriations_project_request_1777,1,1
low,ORG,appropriations_project_request_220,1,1
low,ORG,appropriations_project_request_29,1,1
low,ORG,appropriations_project_request_320,1,1
low,ORG,appropriations_project_request_320_.,1,1
low,ORG,appropriations_project_request_4,1,1
low,ORG,appropriations_project_request_459,1,1
low,ORG,appropriations_project_request_850,1,1
low,ORG,aprn,2,1
low,ORG,armstrong,9,9
low,ORG,army,15,7
low,ORG,arpa,9,3
low,ORG,article_xiii,1,1
low,ORG,arts_conservatory_for_teens_-_benefits,1,1
low,ORG,arts_on_mental_health_initiative,1,1
low,ORG,ary_trauma,2,2
low,ORG,ashby,2,2
low,ORG,aspire,1,1
low,ORG,aspire_health_partners,2,1
low,ORG,aspire_health_partners_/_centerstone_-_military,1,1
low,ORG,aspire_health_partners_/_centerstone_-_military_veterans,1,1
low,ORG,assembly_standing_committee_on_mental_health,3,3
low,ORG,association_of_ohio_health_commissioners,1,1
low,ORG,aubry,3,3
low,ORG,aviation_administration,1,1
low,ORG,award,2,2
low,ORG,awj,8,1
low,ORG,axis,6,6
low,ORG,b)2,1,1
low,ORG,b._meyers,1,1
low,ORG,b_i_l_l_s._b._no_.,1,1
low,ORG,baker_inpatient_services,1,1
low,ORG,baldeh,12,12
low,ORG,ballweg,5,5
low,ORG,banyan_health_little_havana_crisis_intervention,1,1
low,ORG,banyan_health_little_havana_crisis_intervention_receiving_facility,1,1
low,ORG,barnwell,1,1
low,ORG,bartolotta,2,2
low,ORG,bauer_-_kahan,6,3
low,ORG,baycare_behavioral_health_remote,2,2
low,ORG,baycare_behavioral_health_remote_patient_monitoring_program,2,2
low,ORG,baylor_college_of_medicine,2,2
low,ORG,bc,2,2
low,ORG,bdp,3,3
low,ORG,bdp_-_f,3,3
low,ORG,bee_-_f,4,4
low,ORG,behavioral_/_mental_health_services_for_autism_and_related_12_disabilities,1,1
low,ORG,behavioral_health,2,1
low,ORG,behavioral_health_awareness_education.--(a,1,1
low,ORG,behavioral_health_care_updated_electronic_health_records,1,1
low,ORG,behavioral_health_navigation_and_support_line,1,1
low,ORG,behavioral_health_workforce_education_center_task_force_act,1,1
low,ORG,behavioral_healthcare_putnam_county,1,1
low,ORG,behnke,6,6
low,ORG,benedetto,1,1
low,ORG,bernstine,1,1
low,ORG,bewley,2,2
low,ORG,biaggi,1,1
low,ORG,"blind_,_mental_health_for_elderly_visually_impaired",2,1
low,ORG,bloom,1,1
low,ORG,bms,3,1
low,ORG,bms_31231,3,1
low,ORG,board_17,1,1
low,ORG,board_of_behavioral_sciences,1,1
low,ORG,board_of_psychology,2,1
low,ORG,board_of_vocational_nursing,1,1
low,ORG,"boards_,_inc.",2,2
low,ORG,boehnke_1_2,1,1
low,ORG,borowicz,1,1
low,ORG,borrello,3,3
low,ORG,boyle,4,4
low,ORG,brandtjen,2,2
low,ORG,braunstein,4,4
low,ORG,brewster,2,2
low,ORG,briggs,1,1
low,ORG,brouk,2,2
low,ORG,brown,1,1
low,ORG,buffalo_9,1,1
low,ORG,bullock,2,2
low,ORG,burdick,1,1
low,ORG,burgos,6,6
low,ORG,business_&_commerce_code,1,1
low,ORG,buttenschon,1,1
low,ORG,c-4,2,1
low,ORG,c-5,2,2
low,ORG,c._state,2,2
low,ORG,c_)_records,1,1
low,ORG,c_)_texas_tech_university_health_sciences_center,1,1
low,ORG,cabral,5,5
low,ORG,cae,2,2
low,ORG,california_law_revision_commission_:,1,1
low,ORG,career_and,2,1
low,ORG,career_and_technical_instructional_i_certificate,1,1
low,ORG,carpenter,2,2
low,ORG,carroll,1,1
low,ORG,causer,1,1
low,ORG,cbis,4,2
low,ORG,cdc,19,12
low,ORG,cdc_2023_assembly,1,1
low,ORG,cdc_2023_assembly_bill,3,3
low,ORG,centers,2,2
low,ORG,central_management_services,2,2
low,ORG,cepeda_-_freytiz,2,2
low,ORG,cephas,1,1
low,ORG,cer,4,4
low,ORG,cerrato,3,3
low,ORG,cfr,8,4
low,ORG,ch,1,1
low,ORG,child_18_removals,1,1
low,ORG,child_removals,3,2
low,ORG,children_'s,2,2
low,ORG,ciresi,6,6
low,ORG,citizens_and_persons_with_disabilities_property_tax_relief_act,1,1
low,ORG,city_university_of,2,2
low,ORG,civil_practice_and_remedies,3,3
low,ORG,civil_practice_and_remedies_code,2,1
low,ORG,cladosporium,1,1
low,ORG,cle,13,13
low,ORG,cle_ar,2,2
low,ORG,cleare,1,1
low,ORG,club_of_illinois,5,1
low,ORG,club_of_illinois_15,1,1
low,ORG,club_of_illinois_fund,2,1
low,ORG,clubhouse_international,2,2
low,ORG,cmg_34006,3,1
low,ORG,cns,2,1
low,ORG,co_-_gen,1,1
low,ORG,coast_guard,12,8
low,ORG,colton,1,1
low,ORG,committee,11,7
low,ORG,"committee_,_council",2,2
low,ORG,committee_on_business_and_professions,4,2
low,ORG,committee_on_colleges_and_universities,1,1
low,ORG,committee_on_criminal_justice_and_public_safety,2,2
low,ORG,committee_on_education,6,6
low,ORG,committee_on_health,6,6
low,ORG,"committee_on_health_,_aging",4,4
low,ORG,committee_on_insurance,1,1
low,ORG,committee_on_insurance_and_small_business,2,2
low,ORG,committee_on_judiciary,1,1
low,ORG,committee_on_judiciary_and_public_safety,2,2
low,ORG,"committee_on_licensing_,_constitution_and",1,1
low,ORG,committee_on_mental_health,6,6
low,ORG,committee_on_mental_health_and_substance_abuse_prevention,1,1
low,ORG,committee_on_revision_of_the_penal_code,1,1
low,ORG,committee_on_rules,1,1
low,ORG,committee_on_state_affairs,2,2
low,ORG,committee_on_universities_and_revenue,1,1
low,ORG,committee_on_universities_and_technical_colleges,2,2
low,ORG,community_-_law_enforcement_and_other_first,4,4
low,ORG,community_-_law_enforcement_partnership_for_deflection,1,1
low,ORG,community_expanded_mental_health_services_act,2,2
low,ORG,community_health_of_south_florida_-_coconut_11,1,1
low,ORG,community_mental_health_service_program,1,1
low,ORG,completed_preliminary_examination_for_emergency_detention,1,1
low,ORG,composition,1,1
low,ORG,comprehensive_health_education_act,1,1
low,ORG,comrie,4,4
low,ORG,congress,6,4
low,ORG,conklin,2,2
low,ORG,considine,18,18
low,ORG,consumer_services,3,2
low,ORG,cook,8,8
low,ORG,coronavirus,1,1
low,ORG,county_-_mental_health_project,1,1
low,ORG,county_behavioral_health_agencies,1,1
low,ORG,court,9,7
low,ORG,cove_behavioral_health_mobile_health_services_vehicle,1,1
low,ORG,covid-19_17_mental_health_&_wellness_program,1,1
low,ORG,covid-19_mental_health_&_wellness_program,3,2
low,ORG,cpe,1,1
low,ORG,"craig_,_smith",1,1
low,ORG,cruz,12,12
low,ORG,cunningham,1,1
low,ORG,cuny,19,5
low,ORG,cuny_reimagines_cuny,2,2
low,ORG,cxp,2,2
low,ORG,"cy_,_board_,_department",2,2
low,ORG,cymbrowitz,1,1
low,ORG,dallman,2,2
low,ORG,darling,1,1
low,ORG,davis_-_bradley_mental_19,2,2
low,ORG,davis_-_bradley_mental_health_overlay_:_integrated_11_mental_health_and_substance_use_disorder_treatment_for_offenders,2,2
low,ORG,davis_-_bradley_mental_health_overlay_:_integrated_mental_health_and_substance_use_disorder_treatment_for_offenders,2,2
low,ORG,davis_-_stirling_common_interest_development_act,2,1
low,ORG,ddd,1,1
low,ORG,de_la_rosa,8,8
low,ORG,defendant.—any,1,1
low,ORG,delloso,1,1
low,ORG,"denson_,_upchurch",1,1
low,ORG,department.--in,2,2
low,ORG,"department_,_commission",1,1
low,ORG,department_of,1,1
low,ORG,department_of_conservation,1,1
low,ORG,department_of_corrections,5,5
low,ORG,department_of_corrections_15,1,1
low,ORG,department_of_drug_and_alcohol_programs,1,1
low,ORG,department_of_health,1,1
low,ORG,department_of_law_enforcement,2,2
low,ORG,department_of_military_affairs,1,1
low,ORG,department_of_veterans,1,1
low,ORG,develop,2,2
low,ORG,development_and_administration_of_registry,1,1
low,ORG,devereux,1,1
low,ORG,devereux_advanced_behavioral_health_dual_11_diagnosis_services_:,1,1
low,ORG,devereux_advanced_behavioral_health_funding,1,1
low,ORG,dhs,25,12
low,ORG,diagnostic,39,23
low,ORG,digest_ab_1065,1,1
low,ORG,digest_ab_1120,1,1
low,ORG,digest_ab_1233,1,1
low,ORG,digest_ab_1282,1,1
low,ORG,digest_ab_134,1,1
low,ORG,digest_ab_1340,1,1
low,ORG,digest_ab_1378,1,1
low,ORG,digest_ab_1443,1,1
low,ORG,digest_ab_1450,1,1
low,ORG,digest_ab_1477,1,1
low,ORG,digest_ab_1510,1,1
low,ORG,digest_ab_1536,1,1
low,ORG,digest_ab_1636,1,1
low,ORG,digest_ab_1671,1,1
low,ORG,digest_ab_1674,1,1
low,ORG,digest_ab_1692,1,1
low,ORG,digest_ab_1724,1,1
low,ORG,digest_ab_1836,1,1
low,ORG,digest_ab_1859,1,1
low,ORG,digest_ab_1936,1,1
low,ORG,digest_ab_1969,1,1
low,ORG,digest_ab_1987,1,1
low,ORG,digest_ab_1988,1,1
low,ORG,digest_ab_2032,1,1
low,ORG,digest_ab_2078,1,1
low,ORG,digest_ab_2081,1,1
low,ORG,digest_ab_2089,1,1
low,ORG,digest_ab_2122,1,1
low,ORG,digest_ab_2154,1,1
low,ORG,digest_ab_2161,1,1
low,ORG,digest_ab_2242,1,1
low,ORG,digest_ab_2247,1,1
low,ORG,digest_ab_234,1,1
low,ORG,digest_ab_2352,1,1
low,ORG,digest_ab_2408,1,1
low,ORG,digest_ab_2442,1,1
low,ORG,digest_ab_2556,1,1
low,ORG,digest_ab_2581,1,1
low,ORG,digest_ab_2754,1,1
low,ORG,digest_ab_2768,1,1
low,ORG,digest_ab_2806,1,1
low,ORG,digest_ab_2818,1,1
low,ORG,digest_ab_282,1,1
low,ORG,digest_ab_2830,1,1
low,ORG,digest_ab_2853,1,1
low,ORG,digest_ab_2916,1,1
low,ORG,digest_ab_2951,1,1
low,ORG,digest_ab_2985,1,1
low,ORG,digest_ab_3255,1,1
low,ORG,digest_ab_456,1,1
low,ORG,digest_ab_574,1,1
low,ORG,digest_ab_622,1,1
low,ORG,digest_ab_638,1,1
low,ORG,digest_ab_662,1,1
low,ORG,digest_ab_718,1,1
low,ORG,digest_ab_738,1,1
low,ORG,digest_ab_822,1,1
low,ORG,digest_ab_883,1,1
low,ORG,digest_ab_940,1,1
low,ORG,digest_ab_997,1,1
low,ORG,digest_key_vote,1,1
low,ORG,dillon,1,1
low,ORG,dinowitz,3,3
low,ORG,dio_-_d,1,1
low,ORG,disorder_residential_treatment_services_for_women_and_children,1,1
low,ORG,disorder_treatment_for_offenders,2,2
low,ORG,dispatcher,2,2
low,ORG,district_funding,1,1
low,ORG,district_sec,1,1
low,ORG,div,1,1
low,ORG,diversion_pilot,1,1
low,ORG,division,3,1
low,ORG,division_104,6,3
low,ORG,division_106,1,1
low,ORG,division_2,15,4
low,ORG,division_20,1,1
low,ORG,division_3,3,2
low,ORG,division_4,9,7
low,ORG,division_5,1,1
low,ORG,division_5_of_the_welfare_and_institutions_code,2,1
low,ORG,division_7,3,1
low,ORG,division_9,3,1
low,ORG,dmv,5,1
low,ORG,doc,4,2
low,ORG,doccs,1,1
low,ORG,drake,7,7
low,ORG,drop,1,1
low,ORG,drug_enforcement_agency,2,2
low,ORG,dsm,1,1
low,ORG,dsm_-_iv_-_tr,3,3
low,ORG,dtm,2,1
low,ORG,dush,1,1
low,ORG,easterseals_southwest_florida,1,1
low,ORG,eating_disorder_treatment_parity_task_force,2,2
low,ORG,ec,1,1
low,ORG,ector_county_hospital_district,1,1
low,ORG,education,2,2
low,ORG,education_of_the_commonwealth,3,3
low,ORG,education_program,1,1
low,ORG,ees,2,2
low,ORG,el_paso,1,1
low,ORG,emdr,2,2
low,ORG,emergency_addiction_treatment_program,4,2
low,ORG,emergency_digital_information_service,2,1
low,ORG,emerson,16,16
low,ORG,empire_state_trail,3,3
low,ORG,employment_services_for_persons_with,1,1
low,ORG,ems,2,1
low,ORG,emy_of_pediatrics,4,2
low,ORG,englebright,2,2
low,ORG,engrossed_substitute_senate_concurrent_resolution_no_.,1,1
low,ORG,entrance_ave,1,1
low,ORG,equine,1,1
low,ORG,ers,1,1
low,ORG,establishes,1,1
low,ORG,expanded_mental_health_services_program,1,1
low,ORG,f.s.,3,3
low,ORG,f_l_o_r_i_d_a_h,105,105
low,ORG,facility,2,2
low,ORG,facility_improvements,1,1
low,ORG,fahy,4,4
low,ORG,fair_packaging,1,1
low,ORG,families,5,5
low,ORG,family_and_medical,2,1
low,ORG,family_and_medical_leave_act,2,1
low,ORG,farry,4,4
low,ORG,fas,12,4
low,ORG,faulk_center_-_no_-_cost_/_low_-_cost_mental,1,1
low,ORG,fbi,2,1
low,ORG,fda,2,1
low,ORG,federal,3,3
low,ORG,federal_10_aid_route_7,1,1
low,ORG,federal_aid_route_7,1,1
low,ORG,federal_and_state,7,3
low,ORG,federal_drug_administration,8,2
low,ORG,federal_service,2,2
low,ORG,felder,2,2
low,ORG,felzkowski,4,4
low,ORG,ferpa,2,2
low,ORG,fetal_alcohol_syndrome,2,2
low,ORG,feyen,2,2
low,ORG,ffk,10,4
low,ORG,fiedler,1,1
low,ORG,financial,1,1
low,ORG,financial_and_professional_regulation,1,1
low,ORG,fink,2,2
low,ORG,fire_alarm,4,2
low,ORG,fire_alarm_dispatcher,2,2
low,ORG,fire_protection,8,2
low,ORG,firearm_owner_'s,12,3
low,ORG,firearm_services_20_fund,4,4
low,ORG,firearm_services_fund,34,9
low,ORG,first_aid_coalition,1,1
low,ORG,fiscal_note,2,2
low,ORG,flagler_county_mental,2,1
low,ORG,fleming,2,2
low,ORG,florida_-_coconut_grove_health_center_medical_care_and_mental_19_health_services,1,1
low,ORG,florida_alliance_for_healthy_communities_-_10,1,1
low,ORG,florida_alliance_for_healthy_communities_-_opioid_addiction_training_and_education_program,1,1
low,ORG,florida_health_center_for_psychiatry_and_addiction,2,2
low,ORG,florida_house_of_representatives,2,2
low,ORG,florida_rule_s_of_appellate_procedure,2,2
low,ORG,florida_rules_of_appellate_procedure,1,1
low,ORG,florida_virtual_school,2,1
low,ORG,food_and_drug_administration,6,4
low,ORG,foster_care_investigative_reports_commission,1,1
low,ORG,foster_care_services,1,1
low,ORG,fpa,2,2
low,ORG,frankel,2,2
low,ORG,freeman,2,2
low,ORG,frontus,4,4
low,ORG,funeral_bureau,1,1
low,ORG,furnishes,1,1
low,ORG,galloway,1,1
low,ORG,gandolfo,1,1
low,ORG,gasb,7,7
low,ORG,gaughran,3,3
low,ORG,gcb,12,12
low,ORG,gcb_-_f,3,3
low,ORG,gebhard,1,1
low,ORG,general.--the_office_of_attorney,1,1
low,ORG,general_21_assembly,2,2
low,ORG,general_22_assembly,1,1
low,ORG,general_3_assembly,1,1
